,num,artists,name,album,genre,duration_ms,explicit,id,track_number,is_local,popularity,available_markets,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence
653,654,Antonio Vivaldi,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto","The Four Seasons & Concertos for Bassoon and Violin ""in tromba marina""",baroque,167880,False,1Ojz92vyPK4fJ5K8RVnV5u,6,False,63,183,0.83,0.34,0.489,0.91,0.141,-15.316,0.0412,157.024,0.468
654,655,Jacques Offenbach,Can-Can From Orpheus In The Underworld,Last Night of the Proms,classical,133760,False,6kyiWsforDWCq1VBCm4BNZ,4,False,48,184,0.815,0.454,0.59,0.236,0.103,-15.083,0.067,165.254,0.812
655,656,Georges Bizet,Habanera,Habanera,classical,111000,False,3G1pA6OJSNdbkbMmw6Hpwm,1,False,47,184,0.981,0.466,0.0443,0.637,0.0786,-21.384,0.036,134.985,0.559
656,657,Georges Bizet,Carmen Suite No.1: 5. Les toréadors,Bizet: Carmen Suites; L'Arlésienne Suites,classical,138000,False,6Z34YgqCJkdrliDmbcaJgy,13,False,52,184,0.697,0.335,0.372,5.36e-05,0.141,-16.127,0.037,127.129,0.821
657,658,Justin Timberlake,Suit & Tie (feat. JAY Z) (feat. Jay-Z) - [Radio Edit],Suit & Tie (feat. JAY Z) (feat. Jay-Z) [Radio Edit],dance pop,269146,False,4mQVHEjrnuUd7G5IVhSYTk,1,False,59,184,0.0927,0.797,0.611,1.37e-06,0.259,-4.99,0.183,102.034,0.426
658,659,Ellie Goulding,Lights - Single Version,Bright Lights (Lights Re-pack / Bonus Version),dance pop,210853,False,5aTsxlQlq0vIedDWZoqMWN,11,False,65,184,0.0297,0.682,0.795,0.0391,0.131,-6.17,0.0367,120.008,0.78
659,660,Beyoncé,Partition,BEYONCÉ [Platinum Edition],dance pop,319466,True,5hgnY0mVcVetszbb85qeDg,6,False,71,184,0.0296,0.412,0.441,0.0726,0.306,-11.523,0.291,185.571,0.174
660,661,Bon Iver,Skinny Love,"For Emma, Forever Ago",eau claire indie,238520,False,2cbic3TiUENlJX91y67ARR,3,False,39,0,0.844,0.593,0.263,5.36e-06,0.127,-14.029,0.0567,76.379,0.109
661,662,Pitbull,Timber (feat. Ke$ha),Global Warming: Meltdown (Deluxe Version),dance pop,204200,False,3tgZ9vmhuAY9wEoNUJskzV,13,False,63,126,0.03,0.589,0.966,0.0,0.147,-4.106,0.0972,129.983,0.802
662,663,Felix Da Housecat,All I Do,All I Do,acid house,171428,False,1q5XUAzuOJ6GXCFhePKu70,1,False,40,184,0.00125,0.551,0.985,0.13,0.47,-3.9,0.398,125.814,0.242
663,664,Compagnia d'Opera Italiana Orchestra,Rigoletto: Caro nome,Ultimate Opera Collection: Greatest Arias of All Time,pop,327440,False,2qFyjPYJmQbxgYdfCkTArH,26,False,1,2,0.987,0.266,0.142,0.0238,0.0991,-14.497,0.0486,177.443,0.104
664,665,Compagnia d'Opera Italiana Orchestra,La rondine: Chi il bel sogno di Doretta,Ultimate Opera Collection: Greatest Arias of All Time,pop,170706,False,6qk1suSDjm1XrJqxyoF7Qh,50,False,0,2,0.939,0.232,0.177,2.12e-05,0.125,-17.094,0.0477,86.076,0.0386
665,666,Richard Wagner,"Tannhäuser, WWV 70 / Act 2: ""Dich, teure Halle, grüß ich wieder""",Wagner,classical,221186,False,7KZ4tumxxtmt5BJUN9vUEx,3,False,27,89,0.983,0.237,0.233,0.000296,0.0856,-13.073,0.0488,168.872,0.0395
666,667,sumthin sumthin,Vivid,Vivid,electronic trap,209299,False,4jnKKSidsD6llLQhauro0N,1,False,46,184,0.0403,0.833,0.364,0.567,0.313,-7.515,0.14,106.778,0.0938
667,668,FISHER,Losing It,Losing It,australian house,248035,False,6ho0GyrWZN3mhi9zVRW7xi,1,False,77,180,0.00181,0.76,0.964,0.703,0.0975,-5.844,0.0577,125.003,0.643
668,669,Vince Yara,Damage,Damage,pop,169642,False,5ZOzQ2NUG2ClkhOUqnXvtB,1,False,32,184,0.0061,0.762,0.782,0.528,0.0826,-6.992,0.0796,126.027,0.769
669,670,Nitepunk,Flow (Habstrakt Remix),Flow (Habstrakt Remix),dubstep,207360,False,3YrHn8rV4DSyMjryTLIxo0,1,False,44,184,0.0136,0.872,0.955,0.594,0.352,-5.522,0.339,124.969,0.369
670,671,BETWEEN FRIENDS,affection,we just need some time together,indie pop,235225,False,2lTtnKQgjbrBA1qnOFhBkP,3,False,76,183,0.516,0.273,0.565,1.68e-06,0.0855,-7.283,0.248,179.518,0.298
671,672,Grouplove,Deleter,Healer,indie pop,234386,False,2yH16s2lLbYtLziVwqw7Pf,1,False,57,184,3.81e-06,0.421,0.991,0.0466,0.13,-3.678,0.124,159.998,0.446
672,673,COIN,Talk Too Much,How Will You Know If You Never Try,indie pop,187133,False,4djIFfof5TpbSGRZUpsTXq,3,False,74,184,0.00947,0.598,0.888,0.0,0.347,-5.119,0.0807,103.966,0.482
673,674,Doja Cat,Freak,Freak,dance pop,284480,True,3aA6xB0tOilDDX17fIJ0Bl,1,False,77,184,0.0969,0.688,0.716,0.0,0.0989,-5.702,0.0385,116.912,0.373
674,675,Iggy Azalea,Fancy,The New Classic (Deluxe Version),australian hip hop,199938,True,3W3KtDwAIg3mAruSpnfG3Q,5,False,72,177,0.0904,0.912,0.716,0.0,0.0491,-4.141,0.0697,94.981,0.377
675,676,Isaac Dunbar,makeup drawer,isaac's insects,alt z,182813,False,2SdRPCBXf3VLlOxr1XqX4H,1,False,43,184,0.128,0.657,0.696,0.0,0.292,-5.379,0.115,107.021,0.642
676,677,COIN,Crash My Car,Dreamland,indie pop,188306,False,0X5mtNbqxbiTYkwj0CQc2f,4,False,71,183,0.00178,0.244,0.645,0.00574,0.301,-5.863,0.0456,183.577,0.529
677,678,Declan McKenna,The Key to Life on Earth,Zeros,indie pop,246586,False,7sNcXwdbrtMfiYZPiQm2kf,3,False,58,177,0.000886,0.519,0.94,1.96e-06,0.1,-2.09,0.0648,128.025,0.597
678,679,Declan McKenna,British Bombs,British Bombs,indie pop,297714,True,4ZdmTNaBTErD8n9AQE0YaX,1,False,62,180,0.0462,0.674,0.865,0.0,0.381,-6.167,0.0412,131.975,0.694
679,680,Declan McKenna,Rapture,Zeros,indie pop,239666,False,1YujOVzHHRNWqurlssJIOx,8,False,49,177,0.00349,0.567,0.944,6.21e-06,0.791,-1.852,0.0733,121.942,0.656
680,681,Sunstars,Hype,Hype,pop,114375,False,3ONrCVkHj8jYuRKcVSQIxH,1,False,33,184,0.00234,0.664,0.956,0.0532,0.335,-3.585,0.0676,127.943,0.566
681,682,Max Frost,Paranoia,Paranoia,austindie,231733,False,5RLKeKcMkTCmN3sgDrCcqB,1,False,35,168,0.0251,0.766,0.798,0.108,0.187,-4.653,0.0432,124.003,0.76
682,683,Yelle,Moteur Action (SOPHIE & A. G. Cook remix),Complètement Fou (Remix) [EP],alternative dance,178058,False,5alNDd1XkheweO5fUygqDO,2,False,34,181,0.0226,0.884,0.572,0.354,0.319,-6.705,0.136,137.018,0.791
683,684,Big Wild,6's to 9's - NEIL FRANCES Remix,6’s to 9’s (NEIL FRANCES Remix),electropop,256335,False,1h2vI97qmwIIM4nsjLt4Di,1,False,44,184,0.0747,0.721,0.763,0.891,0.0432,-10.588,0.0631,95.506,0.682
684,685,Iggy Azalea,Started,In My Defense,australian hip hop,186605,True,4NOFSrIM6LhBl2MyKvFVtp,5,False,66,184,0.082,0.861,0.693,0.0,0.07,-6.052,0.313,165.036,0.772
685,686,Delaney Jane,Hello My Loneliness,Dirty Pretty Things,alt z,201176,False,2cudtVKrsfzhwDJapWk27B,3,False,38,183,0.0516,0.691,0.737,0.0,0.155,-7.06,0.0715,101.968,0.523
686,687,Dua Lipa,Hallucinate - Paul Woolford Remix,Hallucinate (Paul Woolford Remix),dance pop,238765,False,3v7hMuewavfpJx8sytJ4AO,1,False,56,181,0.00237,0.568,0.768,0.012,0.196,-7.654,0.0306,123.963,0.523
687,688,Das Mörtal,Risking My Life,Always Loved,synthwave,269241,False,6Sre4XjPv9ZC4bP5OwMzZ3,6,False,32,182,0.0018,0.678,0.81,0.454,0.112,-5.108,0.0271,126.012,0.16
688,689,HEALTH,FEEL NOTHING,VOL. 4 :: SLAVES OF FEAR,grave wave,179373,False,0V7joapUtnZmfLhLj1QVI4,2,False,50,179,4.92e-05,0.54,0.816,0.0104,0.0806,-7.334,0.031,98.028,0.242
689,690,Mecha Maiko,Mad but Soft,Mad but Soft,popwave,263804,False,31FQiuwh2QQ9a2AW8cpQwu,3,False,29,170,6.73e-05,0.557,0.945,0.88,0.329,-9.626,0.0486,135.018,0.554
690,691,DREAMERS,Insomniac,LAUNCH FLY LAND,indie poptimism,230850,False,0ktXauHeFXZhYzDvs1hLwE,6,False,37,184,0.000353,0.508,0.86,0.0,0.558,-4.606,0.0588,125.982,0.396
691,692,Phantogram,Dear God,Ceremony,chillwave,207626,False,4ICJf5NgrMs2pOTUTALX0A,1,False,42,184,0.0101,0.587,0.84,0.0,0.384,-4.769,0.0419,96.003,0.542
692,693,Holy Goof,The Force,Globes,bass house,273777,False,1ncjDgvOzlKXAx6RJSuWCQ,9,False,34,183,0.000637,0.615,0.975,0.000986,0.42,-3.795,0.221,135.008,0.194
693,694,RageMode,For You,For You,pop,187547,False,54yCVze8rYdZeKsU8gvYD8,1,False,43,184,0.00138,0.612,0.63,0.615,0.142,-6.057,0.0472,127.979,0.175
694,695,Shakedown,At Night - Peggy Gou's Acid Journey Remix,At Night (Remixes),classic house,431281,False,2S07r08uP4VjkbEkHgt3ot,1,False,51,184,0.000616,0.763,0.916,0.607,0.11,-7.775,0.0574,123.983,0.196
695,696,Duke Dumont,Nightcrawler,Duality,destroy techno,197288,False,5v6eZ0jEqgmffx0qGha0yr,5,False,55,184,0.00369,0.744,0.699,0.000234,0.402,-6.63,0.0517,117.99,0.508
696,697,Dennis Cruz,Goldigger,Goldigger,house,219212,False,10YoUoKIx96ZJM0NDSkTlV,1,False,49,184,0.0175,0.802,0.887,0.478,0.107,-7.934,0.0838,127.022,0.524
697,698,MAX,Love Me Less (feat. Kim Petras),Love Me Less (feat. Kim Petras),dance pop,177669,False,3BaqaNqlr2BAOgtmamDqSV,1,False,51,184,0.0685,0.743,0.847,0.0,0.311,-2.319,0.0931,145.043,0.669
698,699,Crooked Colours,Love Language - SNBRN Remix,Love Language (Imad Remix),australian indie,228196,False,7gm6UA9bjnqlwozffuIbQy,2,False,33,182,0.00991,0.695,0.842,0.49,0.1,-7.007,0.0414,121.984,0.317
699,700,Slayyyter,Mine,Mine,art pop,159013,False,18uOcUO5mNEYHHigeXPgQM,1,False,69,184,0.0933,0.69,0.734,0.00531,0.137,-6.377,0.0316,124.033,0.459
700,701,renforshort,idc,idc,alt z,153812,True,5cIHoC2VDwGtH9MWgRghb5,1,False,0,0,0.208,0.751,0.48,1.4e-06,0.0895,-5.557,0.035,94.997,0.601
701,702,Shygirl,NVR,MSRYNVR,art pop,166640,True,4jZDnDmlWjQvF3aIJF7DMb,2,False,29,183,0.00875,0.664,0.601,0.00993,0.832,-9.174,0.0901,142.937,0.495
702,703,COIN,Valentine,Dreamland,indie pop,193586,False,1TTKyvJ3QFRr84YTNnSMkc,8,False,53,183,0.00464,0.521,0.818,4.68e-05,0.131,-7.131,0.043,160.002,0.606
703,704,MGMT,Me and Michael,Little Dark Age,alternative dance,289853,False,0t4z0WaQomQqPONghWn8c2,4,False,64,184,0.0285,0.628,0.841,0.00332,0.254,-4.583,0.0268,111.985,0.706
704,705,Dastic,Tequila,Tequila,big room,185487,False,66ElbrsIROMrSyfelox8cP,1,False,45,184,0.0299,0.793,0.906,0.00104,0.0828,-3.664,0.119,122.993,0.667
705,706,Kyle Watson,I Don't Like Anyone,I Don't Like Anyone,bass house,198000,False,27QYBjA3j95pihdoVyJh1R,1,False,36,184,0.108,0.778,0.653,0.11,0.373,-7.196,0.104,124.014,0.512
706,707,TWIN XL,Lemonade,Lemonade,modern alternative rock,165180,False,5JsYER7lUgCnSzNxwJLDkL,1,False,44,183,0.122,0.631,0.952,0.0,0.112,-2.818,0.036,133.01,0.961
707,708,Nasty Cherry,Live Forever,Live Forever,electropop,166633,True,5Y2P2hnVzU0qIOD3xcv1Ve,1,False,32,184,0.0081,0.689,0.829,0.672,0.305,-5.618,0.0355,92.974,0.545
708,709,BigKlit,FSU,Klitorius B.I.G.,escape room,132000,True,5wHs3O2fHwCFpB1tUrfqvc,1,False,47,183,0.0253,0.922,0.503,8.13e-05,0.0778,-8.154,0.0646,99.962,0.112
709,710,Elderbrook,Talking,Talking,house,202844,False,6uQe7SVjdDlRqDRAi0qnKg,2,False,63,184,0.0944,0.897,0.569,0.644,0.108,-9.822,0.0529,114.981,0.415
710,711,Daughter,No Care,Not To Disappear,art pop,173133,True,2QpFxUbp9cAOI7YfFBEvQ9,7,False,53,180,0.0124,0.487,0.894,0.76,0.0784,-8.375,0.124,81.009,0.582
711,712,Kaskade,With You,With You,edm,180840,False,1xK7enJZVdv37fnnxoZlPq,1,False,63,184,0.123,0.362,0.921,0.0,0.19,-3.815,0.486,172.191,0.529
712,713,MARINA,About Love - From The Netflix Film “To All The Boys: P.S. I Still Love You”,To All The Boys: P.S. I Still Love You (Music From The Netflix Film),art pop,214040,False,12x0zQ2X70OVWsM5X4pg2z,3,False,52,184,0.316,0.636,0.782,6.36e-06,0.15,-5.489,0.0502,96.941,0.257
713,714,Kim Petras,Heart to Break,Heart to Break,art pop,225972,False,2Cu5ExXidcoE4vF5hIYict,1,False,61,0,0.0403,0.74,0.631,2.77e-06,0.253,-4.865,0.196,109.029,0.887
714,715,Doja Cat,Say So,Hot Pink,dance pop,237893,False,0FsKQ04gn6CHHOq2ISEm0H,5,False,56,182,0.256,0.804,0.672,1.02e-05,0.0906,-4.614,0.122,111.023,0.778
715,716,Riton,Turn Me On (feat. Vula),Turn Me On (feat. Vula),dance pop,208473,False,0qaWEvPkts34WF68r8Dzx9,1,False,76,184,0.0149,0.737,0.828,0.000588,0.0862,-4.711,0.0396,124.051,0.517
716,717,PNAU,River,River,alternative dance,200503,False,6vyYiUliVaGVnv5nDnM93F,1,False,55,183,0.0103,0.83,0.9,6.1e-06,0.332,-2.307,0.0948,116.974,0.758
717,718,DJ Sliink,Money Mouth,Money Mouth,bmore,129348,False,0G6rvTge4OQ8DYaOntvqFd,1,False,24,183,0.0435,0.662,0.758,0.000307,0.267,-7.385,0.0511,140.015,0.531
718,719,Life on Planets,Grateful,Grateful,indie soul,211146,False,4M11Sm4XtZq1Yg6ESIcROx,1,False,34,184,0.000369,0.825,0.587,0.00797,0.0587,-7.976,0.0368,117.439,0.814
719,720,Ayla D'lyla,Prince in Blue,Prince in Blue,pop,224992,False,7dRV4ihvkr7raPo1fIjeIx,1,False,26,184,0.511,0.357,0.552,0.0,0.0912,-7.792,0.0299,147.93,0.0648
720,721,Audien,Buzzing (with Nevve),Escapism,edm,225000,False,517cAnPxsaxfrkKHHY41wB,4,False,50,184,0.128,0.639,0.591,6.69e-06,0.159,-3.905,0.0344,128.002,0.305
721,722,Drenchill,Freed from Desire (feat. Indiiana),Freed from Desire (feat. Indiiana),pop dance,161453,False,1lr5prHQn7Q766Ix6eGRKK,1,False,71,184,0.0665,0.787,0.759,0.0,0.0711,-4.957,0.121,126.004,0.146
722,723,Landis,3am,3am,pop edm,167213,False,1EvFUZbsVgYRFWzqgAsxqS,1,False,48,183,0.107,0.741,0.901,2.83e-05,0.109,-4.258,0.0783,122.008,0.672
723,724,Tia Ray,Be The Legend,Be The Legend,chinese jazz,214588,False,1gti7qNpNCURoLWvLq5cbl,1,False,39,184,0.0985,0.527,0.768,9.35e-05,0.554,-6.237,0.0703,169.933,0.321
724,725,wens,giant bat,giant bat and sad sad,alt z,154673,False,5A94EgW2h2ytR5I67t47D8,1,False,18,184,0.93,0.702,0.295,8.81e-06,0.182,-12.84,0.0503,121.957,0.745
725,726,Curbi,BB Got Me Like,BB Got Me Like,bass house,148276,True,75lHY2V0DN0SvRoF2BJQfn,1,False,46,184,0.00624,0.77,0.875,0.56,0.407,-3.479,0.0564,128.026,0.607
726,727,Jessica Simpson,With You,In This Skin (Deluxe Edition),dance pop,191826,False,7pNJ1T9TGbVbNHKaLhhPri,2,False,59,184,0.0923,0.553,0.756,0.0,0.215,-4.583,0.108,94.487,0.605
727,728,Mumiy Troll,Утекай,Морская,classic russian rock,141426,False,3P3doXO1s57RwooeBRvth5,3,False,51,180,0.129,0.732,0.559,8.67e-06,0.108,-10.828,0.0309,124.076,0.941
728,729,Portwave,Shadow Lady,Shadow Lady,pop,302024,False,6MwjuU4eG0nStUUnlGwhCr,1,False,66,184,0.00383,0.555,0.872,0.845,0.177,-3.075,0.0717,103.856,0.681
729,730,Masha i Medvedi,Любочка,Солнцеклеш,russian alternative rock,261546,False,2qjjLgX6FF7MHwA8O80VuO,2,False,51,184,0.127,0.67,0.901,0.000168,0.0921,-6.457,0.0629,118.28,0.829
730,731,Moving Pictures,"Never - From ""Footloose"" Soundtrack",Hot Rod,australian rock,224986,False,7IhW1y9sjldQb1HTIMbKX6,4,False,32,158,0.0467,0.565,0.857,0.0,0.0627,-6.563,0.0276,136.823,0.376
731,732,Molchat Doma,Судно (Борис Рижий),Этажи,belarusian indie,141394,False,6DONTnamNDOJdO6DzCu71p,7,False,42,0,0.699,0.484,0.749,0.861,0.105,-4.176,0.0687,160.006,0.468
732,733,Lorde,Green Light - Chromeo Remix,Green Light (Chromeo Remix),art pop,247933,False,2sbtixigDCbjXBTMRSEECS,1,False,54,184,0.0414,0.794,0.88,1.88e-06,0.0958,-4.734,0.037,121.009,0.866
733,734,RAVLAV,Dirty Bass Dancer,Dirty Bass Dancer,pop,194312,False,08VmuXaCEJy9ugD1EEUTaa,1,False,19,184,0.00179,0.687,0.913,0.743,0.226,-6.722,0.0577,125.999,0.686
734,735,Shou,Bass da da Da,Bass da da Da,rave funk,122293,False,0a1g6odiICBypzMujzpMMV,1,False,44,175,0.0111,0.968,0.91,0.000547,0.101,-0.241,0.0936,127.085,0.725
735,736,SAULT,Up All Night,5,indie soul,255545,False,1BgNyVVjxMKaSrDkdFsITj,1,False,54,174,0.0925,0.773,0.634,0.481,0.0873,-6.574,0.0493,102.747,0.473
736,737,UPSAHL,Young Life Crisis,Young Life Crisis,alt z,156986,False,2yIvnjFxvfWE1WxBSO0YGN,1,False,46,184,0.133,0.598,0.79,0.0,0.119,-4.49,0.0711,144.069,0.716
737,738,Smallpools,Insincere,Insincere,electropop,180000,False,5nCPI1ZmKhBSGDOw9x7JcX,1,False,37,183,0.00243,0.588,0.899,0.0287,0.358,-8.3,0.0481,105.979,0.754
738,739,Zedd,Good Thing (with Kehlani),Good Thing (with Kehlani),complextro,210901,True,5aUSEPNd3m5xliFK4pn5mU,1,False,72,184,0.399,0.693,0.564,0.0,0.0409,-3.857,0.0378,185.913,0.574
739,740,Lady Gaga,911 - Sofi Tukker Remix,911 (Sofi Tukker Remix),art pop,226548,False,4jw0We86Jsyj134Yp5RseD,1,False,52,184,0.105,0.849,0.699,0.0,0.0998,-6.603,0.0365,123.999,0.38
740,741,Tyron Hapi,Touched,Touched,pop edm,213673,True,52DOrNnYS1e8ghaxOPwygy,1,False,49,181,0.132,0.553,0.832,0.0,0.0642,-5.151,0.15,98.191,0.389
741,742,MADDOW,Potion,Potion,hungarian edm,191428,False,5kJnZWXYiOFXRP2pnRWqWb,1,False,36,184,0.086,0.746,0.842,0.0996,0.257,-5.668,0.0695,126.048,0.807
742,743,FISHER,Freaks,Freaks,australian house,175255,False,25V0TNA8cZLVzLQpHa6rB1,1,False,62,180,0.00219,0.805,0.869,0.799,0.122,-4.344,0.0549,124.014,0.786
743,744,PNAU,Lucky - Will Clarke Remix,Lucky (Will Clarke Remix),alternative dance,215875,False,2CiA7vqvmMttbxDjAdvCdW,1,False,23,183,0.00317,0.585,0.918,0.763,0.559,-8.331,0.0444,123.02,0.168
744,745,New Dialogue,Pilgrims,Pilgrims - Christian Medice Remix,pop,217723,False,4TMzSXEMtNYOPh21itBKsp,2,False,45,184,0.254,0.54,0.75,0.0,0.193,-5.352,0.0522,136.94,0.331
745,746,BYOR,Feel That Way,Feel That Way,bass house,199680,False,1DfHMdKC2KEQuxX9NPfmiW,1,False,44,184,0.000193,0.711,0.814,0.203,0.369,-5.838,0.072,125.009,0.392
746,747,Steff da Campo,In & Out Of My Life,In & Out Of My Life,edm,154285,False,5lKcpEJ6gmtc02S6eJkY74,1,False,38,184,0.025,0.613,0.918,0.000246,0.0356,-4.436,0.124,126.01,0.565
747,748,Doja Cat,Juicy,Hot Pink,dance pop,203093,True,7f5trao56t7sB7f14QDTmp,12,False,76,184,0.102,0.785,0.652,0.0,0.0697,-2.607,0.0668,170.024,0.484
748,749,Maisie Peters,Smile,Smile,alt z,157940,True,526R5dFiYFAwxLFcSHnS4M,1,False,44,184,0.315,0.731,0.649,0.0,0.121,-3.651,0.114,137.9,0.412
749,750,Todrick Hall,Dripeesha,"Haus Party, Pt. 2",dance pop,187407,True,6i3mv4kImqk1RzAjemFkZO,5,False,8,0,0.0681,0.898,0.789,8.99e-06,0.0732,-5.579,0.189,101.974,0.732
750,751,Todrick Hall,Dem Beats,Forbidden,dance pop,218371,True,0UR2uij5uaV4KEMmefyGzR,1,False,11,0,0.0459,0.755,0.861,2.87e-05,0.234,-6.614,0.181,129.957,0.437
751,752,Todrick Hall,Fag,"Haus Party, Pt. 2",dance pop,158143,True,01yP4iMQy9uPDhyOnpYFAA,3,False,5,0,0.598,0.831,0.76,4.04e-05,0.139,-6.677,0.19,93.063,0.922
752,753,Todrick Hall,"Nails, Hair, Hips, Heels","Haus Party, Pt. 1",dance pop,236190,True,3dY8y3uZXX0UpDDal2dLhO,6,False,20,0,0.334,0.934,0.614,7.7e-06,0.0854,-8.687,0.13,126.017,0.776
753,754,Todrick Hall,Low,Straight Outta Oz (Deluxe Edition),dance pop,201904,True,5zQFg2mzSr4ttZicrZFNa4,22,False,7,0,0.129,0.807,0.879,2.73e-06,0.316,-4.377,0.0828,126.044,0.623
754,755,RAYE,Regardless,Euphoric Sad Songs,dance pop,197573,False,3DTqHfTGj1c6y2gDXsTez4,3,False,72,184,0.0205,0.749,0.82,0.000685,0.0775,-6.114,0.0478,120.066,0.534
755,756,Todrick Hall,Wig,"Haus Party, Pt. 2",dance pop,220601,True,40n4caMKy5TSzxKtKOeKRp,6,False,6,0,0.312,0.833,0.773,0.0,0.499,-6.338,0.129,132.97,0.789
756,757,Paul Evans,Fish in the Ocean,Happy-Go-Lucky-Me (Mono Version),novelty,154274,False,7fYvbAsD5bA0LZuEpOoEJO,2,False,0,150,0.831,0.385,0.38,0.0,0.152,-17.561,0.0327,176.81,0.882
757,758,Paul Evans,Happy-Go-Lucky-Me,Happy-Go-Lucky-Me (Mono Version),novelty,117446,False,6Rt5qSxUiMfQKQlIkkTJT6,1,False,1,150,0.717,0.56,0.497,0.0,0.381,-14.529,0.0587,190.213,0.943
758,759,Jessie J,Bang Bang,Sweet Talker (Deluxe Version),dance pop,199386,False,0puf9yIluy9W0vpMEUoAnN,4,False,79,169,0.26,0.706,0.786,0.0,0.38,-3.417,0.091,150.028,0.751
759,760,Lane 8,Bear Hug,Bear Hug,gauze pop,253064,False,76WhJ1Qvxrs0RiNbK3pdq4,1,False,45,184,0.0191,0.755,0.689,0.903,0.11,-7.466,0.0473,123.979,0.0791
760,761,Follies & Vices,Don't Hold Back,Don't Hold Back,pop,209464,False,61OpIRad1v0whPpoEEVe7W,1,False,0,0,0.00533,0.783,0.878,1.87e-05,0.373,-5.246,0.0791,112.003,0.65
761,762,Rina Sawayama,Cherry,Cherry,art pop,205224,False,36RGU7buus2UUtrPZ78hkR,1,False,63,183,0.0129,0.576,0.79,4.69e-06,0.344,-3.463,0.0509,102.033,0.629
762,763,Doja Cat,Boss Bitch,Boss Bitch,dance pop,134239,False,78qd8dvwea0Gosb6Fe6j3k,1,False,82,184,0.127,0.707,0.955,0.0,0.202,-4.593,0.222,125.989,0.575
763,764,Noisestorm,Crab Rave,Crab Rave,bass trap,161280,False,4qDHt2ClApBBzDAvhNGWFd,1,False,71,184,0.206,0.768,0.933,0.915,0.0833,-2.95,0.0385,124.996,0.245
764,765,Shouse,Love Tonight - Edit,Love Tonight,aussietronica,241970,False,6OufwUcCqo81guU2jAlDVP,2,False,87,184,0.00214,0.727,0.681,0.000307,0.0861,-7.114,0.0265,123.028,0.448
765,766,Michael Medrano,Fluids,Fluids,pop,152063,True,4JN9HdU86M4rSWMdel5onl,1,False,49,184,0.0391,0.829,0.798,0.0,0.161,-6.211,0.162,118.972,0.932
766,767,Alex Gaudino,Destination Calabria - Radio Edit,Destination Calabria,disco house,223111,False,5TmFTHZp7HjBXjjsFvCY6h,1,False,73,184,0.0015,0.627,0.954,0.000814,0.292,-4.804,0.0425,128.016,0.312
767,768,Blaskapelle,Sexy Back,Blaskapelle - Move Your Brass!,pop,224027,False,6r9BZ40Fe9quXaMDbt2Da0,9,False,0,0,0.104,0.892,0.717,0.0,0.0841,-6.043,0.187,116.985,0.796
768,769,FlyBoyFu,Laffy Taffy - Remix,Laffy Taffy (Remix),pop,111428,False,2f7CMLC5tgk3rqYOien3qY,1,False,46,184,0.00337,0.905,0.778,0.0131,0.0768,-10.021,0.172,140.06,0.772
769,770,Brooke Candy,Nymph,SEXORCISM,dance pop,120000,True,0iITi7O8ZzLjfxHtMOTUPS,1,False,37,184,0.108,0.889,0.57,0.0,0.0686,-6.886,0.0753,135.989,0.749
770,771,Intelligency,August,August,belarusian indie,179520,False,3ZQ3kDvbNYIZI4uR1qQHII,1,False,62,184,0.314,0.835,0.559,0.0992,0.352,-9.852,0.0323,125.023,0.509
771,772,LYZZA,Hellraiser XXX,Hellraiser XXX,deconstructed club,243656,False,6upzVdL5cvkIpJBveed0NJ,1,False,31,184,0.00624,0.567,0.868,0.35,0.082,-6.946,0.0593,155.021,0.136
772,773,Catz 'n Dogz,Modern Romance,Modern Romance,deep disco house,214049,False,4CL7IheP2ryGEcMVOoAOUZ,1,False,49,183,0.00105,0.677,0.934,0.867,0.0427,-6.244,0.0402,128.002,0.866
773,774,Todrick Hall,I Like Boys,"Haus Party, Pt. 1",dance pop,175768,True,36Ff7rANmRSamflJNtA3pU,2,False,17,0,0.0554,0.843,0.829,0.000105,0.0537,-5.29,0.0887,123.973,0.687
774,775,Rico Nasty,Smack a Bitch,Smack a Bitch,dance pop,138352,True,1nrsFfACPG4Hnw5AuOpCND,1,False,65,184,0.0055,0.703,0.7,0.0,0.115,-2.417,0.221,169.861,0.34
775,776,GIRLI,Hot Mess,Odd One Out,alt z,226080,True,1NRPuqHCwwMLglYvg7cbpm,5,False,54,179,0.00102,0.711,0.904,0.00718,0.0503,-2.809,0.0516,159.977,0.863
776,777,Suzi Wu,Highway,Error 404,pop,198320,False,0Pauzv94n1YslWEd32WNa9,2,False,40,179,0.00238,0.81,0.562,0.0494,0.0866,-6.262,0.0386,110.006,0.251
777,778,Kim Petras,Malibu,Malibu,art pop,191808,False,31k41EAntOsjbRBcAASfiL,1,False,57,0,0.0249,0.629,0.828,0.000221,0.206,-4.766,0.173,120.018,0.512
778,779,Ellis,Brand New Phone,Recollection Prospective,electro house,197796,True,17zFfPV3PZ3ZDMZyDcXTxV,4,False,43,184,0.111,0.922,0.487,0.000346,0.0854,-5.113,0.151,117.998,0.692
779,780,Jay Hardway,Vibes,Vibes,dutch edm,175357,False,0h2El4xiDqaV385L2CLgqC,1,False,40,184,0.0657,0.644,0.921,0.000279,0.512,-3.669,0.0476,126.089,0.235
